Player,Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
Elina Svitolina,2014 Brisbane R32,W vsLepchenko,23.2%,28.6%,52.6%,31.3%,34.4%,50.0%,6.7%,17.6%,0.0%,15.8%,26.3%,56.3%,87.5%,18.2%,-,25
Elina Svitolina,2013 Tournament of Champions RR,L vsHalep,4.7%,9.3%,27.0%,8.3%,16.7%,22.7%,60.0%,28.6%,50.0%,0.0%,0.0%,33.3%,20.0%,40.0%,0.0%,-119
Ekaterina Alexandrova,2025 Hamburg R32,W vsVedder,36.8%,55.3%,78.3%,48.0%,68.0%,92.3%,41.7%,61.5%,-,16.7%,33.3%,60.0%,0.0%,57.1%,-,-11
Ekaterina Alexandrova,2025 Bad Homburg QF,L vsSwiatek,22.5%,42.3%,56.6%,23.8%,52.4%,62.5%,47.4%,56.5%,100.0%,22.2%,29.6%,47.6%,27.3%,37.5%,100.0%,-21
Ekaterina Alexandrova,2025 s Hertogenbosch SF,L vsMertens,26.2%,43.7%,50.0%,34.0%,64.2%,60.0%,38.1%,25.0%,0.0%,20.5%,25.0%,40.0%,10.5%,48.0%,50.0%,41
Ekaterina Alexandrova,2025 Stuttgart R16,W vsAndreeva,38.0%,50.0%,41.4%,43.8%,59.4%,38.9%,40.0%,41.2%,-,31.3%,37.5%,45.5%,50.0%,10.0%,0.0%,30
Ekaterina Alexandrova,2025 Stuttgart R32,W vsSamsonova,40.0%,46.0%,55.2%,50.0%,55.6%,66.7%,52.9%,36.8%,0.0%,15.4%,23.1%,36.4%,0.0%,37.5%,-,-18
Ekaterina Alexandrova,2025 Miami R64,L vsLinette,31.3%,44.8%,48.8%,41.0%,64.1%,56.5%,46.7%,37.5%,33.3%,21.7%,21.7%,38.9%,18.2%,41.7%,0.0%,87
Ekaterina Alexandrova,2025 Doha SF,L vsAnisimova,25.0%,34.4%,44.2%,33.3%,39.6%,46.9%,39.1%,36.0%,16.7%,0.0%,27.3%,36.4%,0.0%,62.5%,100.0%,-119
Ekaterina Alexandrova,2025 Doha R16,W vsMertens,28.9%,46.7%,61.3%,37.5%,58.3%,53.3%,60.0%,50.0%,-,20.0%,35.0%,68.8%,22.2%,45.5%,100.0%,-46
Ekaterina Alexandrova,2025 Doha R64,W vsRaducanu,17.1%,25.0%,49.2%,18.8%,31.3%,53.8%,44.0%,39.1%,50.0%,15.4%,15.4%,40.9%,27.3%,46.7%,100.0%,-18
Ekaterina Alexandrova,2025 Linz F,W vsYastremska,36.5%,41.7%,39.7%,46.4%,50.7%,45.9%,40.0%,47.1%,33.3%,12.5%,20.8%,28.6%,25.0%,50.0%,100.0%,9
Ekaterina Alexandrova,2025 Linz SF,W vsMuchova,28.8%,53.8%,66.7%,34.3%,62.9%,65.2%,36.8%,56.3%,100.0%,23.1%,46.2%,70.0%,20.0%,25.0%,0.0%,84
Ekaterina Alexandrova,2025 Australian Open R128,L vsRaducanu,17.3%,27.2%,39.7%,24.0%,38.0%,42.1%,38.1%,69.0%,100.0%,7.4%,11.1%,36.0%,27.3%,43.8%,50.0%,-44
Ekaterina Alexandrova,2024 Wuhan R64,W vsKenin,38.6%,48.2%,52.3%,43.2%,54.5%,44.0%,47.8%,66.7%,-,40.6%,50.0%,63.2%,41.7%,45.0%,50.0%,113
Ekaterina Alexandrova,2024 Seoul R16,L vsKudermetova,14.7%,25.3%,43.6%,25.0%,50.0%,58.3%,52.9%,20.0%,0.0%,8.8%,8.8%,32.3%,5.6%,75.0%,66.7%,-36
Ekaterina Alexandrova,2024 US Open R32,L vsSabalenka,20.5%,31.5%,42.6%,25.0%,38.6%,39.4%,31.6%,56.0%,70.0%,16.0%,24.0%,47.6%,25.0%,38.5%,-,40
Ekaterina Alexandrova,2024 US Open R64,W vsJovic,33.0%,41.5%,39.7%,44.4%,59.3%,53.3%,13.0%,38.7%,60.0%,25.0%,27.3%,27.3%,0.0%,31.8%,25.0%,82
Ekaterina Alexandrova,2024 Monterrey QF,W vsYuan,31.3%,47.0%,56.0%,43.1%,62.7%,58.6%,41.7%,51.9%,100.0%,16.0%,28.0%,52.4%,0.0%,35.3%,50.0%,25
Ekaterina Alexandrova,2024 Strasbourg R16,L vsLinette,21.4%,32.0%,45.8%,29.8%,43.9%,52.5%,33.3%,42.4%,40.0%,13.2%,21.1%,39.4%,17.6%,52.4%,100.0%,6
Ekaterina Alexandrova,2024 Miami SF,L vsCollins,32.7%,42.3%,31.3%,40.6%,56.3%,36.8%,53.3%,52.9%,33.3%,23.5%,23.5%,23.1%,50.0%,44.4%,100.0%,77
Ekaterina Alexandrova,2024 Miami QF,W vsPegula,19.1%,35.1%,55.9%,28.6%,53.6%,67.5%,57.1%,42.9%,50.0%,6.7%,10.0%,39.3%,21.4%,31.3%,50.0%,-56
Ekaterina Alexandrova,2024 Miami R16,W vsSwiatek,34.5%,53.4%,58.8%,40.0%,60.0%,61.9%,37.5%,42.1%,100.0%,31.6%,52.6%,53.8%,50.0%,45.5%,-,106
Ekaterina Alexandrova,2024 Doha R16,L vsSwiatek,21.6%,29.4%,45.9%,17.9%,32.1%,39.1%,52.9%,63.6%,100.0%,30.0%,30.0%,57.1%,12.5%,25.0%,0.0%,53
Ekaterina Alexandrova,2024 Linz F,L vsOstapenko,31.7%,40.0%,35.9%,43.2%,54.1%,42.9%,44.4%,52.6%,100.0%,14.3%,19.0%,27.8%,10.0%,81.8%,100.0%,1
Ekaterina Alexandrova,2024 Linz SF,W vsVekic,25.2%,36.0%,50.0%,35.6%,50.0%,53.4%,31.0%,43.8%,50.0%,8.1%,13.5%,44.1%,6.3%,57.1%,80.0%,-48
Ekaterina Alexandrova,2024 Adelaide SF,L vsOstapenko,28.2%,29.6%,31.1%,35.6%,35.6%,24.1%,36.4%,47.8%,75.0%,20.0%,25.0%,43.8%,0.0%,15.4%,33.3%,58
Ekaterina Alexandrova,2024 Adelaide QF,W vsRybakina,27.6%,43.1%,47.4%,42.4%,63.6%,63.2%,35.7%,36.8%,60.0%,9.5%,19.0%,31.6%,25.0%,66.7%,100.0%,-27
Ekaterina Alexandrova,2023 Cleveland F,L vsSorribes Tormo,14.9%,31.7%,51.4%,21.7%,41.7%,53.2%,41.9%,55.2%,100.0%,7.4%,25.9%,48.0%,7.7%,50.0%,100.0%,-62
Ekaterina Alexandrova,2023 Wimbledon R16,L vsSabalenka,26.4%,39.6%,36.1%,31.0%,41.4%,40.0%,42.9%,53.3%,40.0%,23.8%,42.9%,31.3%,0.0%,80.0%,100.0%,47
Ekaterina Alexandrova,2023 Wimbledon R64,W vsBrengle,20.1%,26.9%,49.5%,27.3%,36.4%,50.0%,39.3%,31.6%,33.3%,16.1%,21.4%,48.9%,13.0%,27.3%,80.0%,34
Ekaterina Alexandrova,2023 s Hertogenbosch F,W vsKudermetova,34.5%,43.7%,47.1%,43.4%,56.6%,55.8%,42.5%,47.2%,33.3%,22.9%,25.7%,33.3%,7.7%,45.5%,-,95
Ekaterina Alexandrova,2023 Roland Garros R32,L vsHaddad Maia,14.5%,25.5%,47.6%,19.7%,31.0%,47.4%,57.6%,47.4%,66.7%,7.4%,22.2%,48.0%,61.5%,28.6%,50.0%,-60
Ekaterina Alexandrova,2023 Roland Garros R64,W vsFriedsam,21.7%,34.8%,54.5%,20.0%,30.0%,62.5%,37.5%,25.0%,0.0%,26.1%,43.5%,47.1%,41.7%,54.5%,-,35
Ekaterina Alexandrova,2023 Roland Garros R128,W vsTomova,18.5%,34.6%,46.2%,24.0%,36.0%,31.6%,39.1%,33.3%,66.7%,10.0%,33.3%,66.7%,15.4%,88.2%,83.3%,-65
Ekaterina Alexandrova,2023 Madrid R16,L vsSwiatek,26.8%,35.1%,50.0%,36.7%,46.7%,52.6%,41.9%,51.7%,-,12.5%,18.8%,46.4%,0.0%,47.8%,60.0%,6
Ekaterina Alexandrova,2023 Miami R16,W vsAndreescu,25.5%,38.3%,50.0%,33.3%,55.6%,61.1%,27.3%,37.5%,100.0%,23.1%,23.1%,30.0%,0.0%,12.5%,0.0%,54
Ekaterina Alexandrova,2023 Australian Open R32,L vsLinette,12.7%,25.5%,53.5%,21.9%,40.6%,52.0%,53.3%,52.9%,50.0%,0.0%,5.6%,55.6%,14.3%,45.5%,100.0%,-119
Ekaterina Alexandrova,2022 Ostrava SF,L vsSwiatek,24.7%,39.2%,57.4%,30.4%,53.6%,64.1%,58.3%,43.8%,0.0%,19.4%,22.2%,48.3%,0.0%,27.3%,50.0%,43
Ekaterina Alexandrova,2022 Seoul F,W vsOstapenko,33.9%,43.5%,45.9%,44.4%,52.8%,55.0%,40.0%,28.6%,0.0%,22.7%,36.4%,35.3%,10.0%,75.0%,33.3%,82
Ekaterina Alexandrova,2022 US Open R128,W vsStearns,24.8%,34.9%,46.8%,33.9%,46.8%,51.2%,21.2%,55.2%,33.3%,14.3%,21.4%,41.7%,17.6%,4.0%,0.0%,24
Ekaterina Alexandrova,2022 s Hertogenbosch F,W vsSabalenka,37.1%,51.6%,48.6%,41.0%,59.0%,56.5%,46.7%,58.3%,66.7%,33.3%,42.9%,35.7%,38.5%,37.5%,100.0%,1
Ekaterina Alexandrova,2022 Madrid SF,L vsJabeur,28.9%,40.0%,42.9%,33.3%,48.1%,44.4%,46.2%,50.0%,0.0%,28.6%,35.7%,40.0%,0.0%,37.5%,33.3%,137
Ekaterina Alexandrova,2022 Indian Wells R64,L vsHalep,27.3%,40.9%,42.0%,31.0%,45.2%,37.9%,42.3%,56.3%,50.0%,34.4%,53.1%,47.6%,44.4%,47.8%,66.7%,156
Ekaterina Alexandrova,2022 Indian Wells R128,W vsKalieva,31.4%,36.2%,38.9%,39.6%,47.9%,44.8%,42.1%,44.8%,80.0%,37.5%,40.0%,32.0%,33.3%,36.8%,66.7%,179
Ekaterina Alexandrova,2022 Sydney R16,L vsMuguruza,26.0%,34.0%,51.5%,31.4%,40.0%,54.2%,66.7%,45.0%,100.0%,18.2%,27.3%,44.4%,0.0%,75.0%,-,35
Ekaterina Alexandrova,2021 Moscow F,L vsKontaveit,22.1%,35.2%,48.3%,27.2%,43.2%,59.3%,60.0%,58.7%,54.5%,14.3%,22.9%,26.7%,57.9%,31.3%,33.3%,22
Ekaterina Alexandrova,2021 Moscow QF,W vsSabalenka,30.6%,46.9%,63.3%,38.7%,58.1%,73.7%,50.0%,58.8%,100.0%,21.4%,35.7%,45.5%,33.3%,25.0%,100.0%,73
Ekaterina Alexandrova,2021 Stuttgart QF,L vsHalep,19.0%,27.6%,35.7%,27.8%,36.1%,26.9%,44.4%,50.0%,100.0%,5.9%,17.6%,50.0%,28.6%,60.0%,100.0%,-66
Ekaterina Alexandrova,2021 Gippsland Trophy QF,W vsHalep,28.6%,39.3%,54.3%,42.4%,51.5%,52.6%,57.1%,42.1%,40.0%,11.1%,27.8%,56.3%,33.3%,22.2%,-,-14
Ekaterina Alexandrova,2021 Abu Dhabi R16,L vsSvitolina,16.8%,25.7%,44.0%,15.8%,31.6%,50.0%,48.1%,50.0%,50.0%,21.7%,23.9%,36.1%,64.7%,37.9%,50.0%,75
Ekaterina Alexandrova,2020 Linz QF,W vsPodoroska,31.4%,49.0%,64.5%,41.9%,64.5%,66.7%,50.0%,66.7%,-,18.8%,31.3%,61.5%,28.6%,55.6%,100.0%,54
Ekaterina Alexandrova,2020 Rome R64,L vsRybakina,24.1%,37.0%,35.3%,34.3%,48.6%,39.1%,50.0%,61.9%,66.7%,8.3%,25.0%,27.3%,11.1%,100.0%,100.0%,-58
Ekaterina Alexandrova,2020 St. Petersburg SF,L vsBertens,20.7%,27.6%,44.3%,35.3%,47.1%,48.5%,39.1%,50.0%,50.0%,0.0%,0.0%,39.3%,23.1%,13.3%,0.0%,-119
Ekaterina Alexandrova,2020 St. Petersburg R32,W vsKasatkina,23.1%,39.6%,49.3%,30.8%,53.8%,55.6%,36.7%,40.9%,25.0%,13.9%,22.2%,41.9%,8.3%,16.7%,25.0%,-11
Ekaterina Alexandrova,2020 Australian Open R128,W vsTeichmann,17.2%,24.7%,47.1%,28.3%,39.1%,57.6%,46.2%,45.0%,75.0%,7.5%,12.5%,37.8%,26.7%,16.0%,0.0%,-45
Ekaterina Alexandrova,2020 Shenzhen F,W vsRybakina,37.8%,48.9%,42.3%,46.9%,62.5%,35.3%,50.0%,72.2%,100.0%,18.2%,18.2%,55.6%,14.3%,75.0%,-,58
Ekaterina Alexandrova,2019 Moscow QF,L vsMuchova,26.9%,38.5%,36.4%,41.4%,62.1%,52.9%,53.8%,25.0%,0.0%,11.1%,11.1%,18.8%,0.0%,18.2%,0.0%,-19
Ekaterina Alexandrova,2019 Moscow R16,W vsKalinskaya,36.6%,43.9%,59.1%,63.6%,77.3%,50.0%,62.5%,57.1%,50.0%,6.7%,6.7%,64.3%,11.1%,0.0%,0.0%,-58
Ekaterina Alexandrova,2019 Moscow R32,W vsCepelova,26.0%,32.0%,42.9%,29.4%,38.2%,50.0%,41.2%,35.3%,66.7%,21.4%,21.4%,27.3%,14.3%,0.0%,0.0%,47
Ekaterina Alexandrova,2019 Linz SF,L vsOstapenko,22.5%,29.2%,43.3%,27.1%,39.0%,58.1%,48.3%,63.3%,100.0%,19.0%,20.7%,29.8%,33.3%,47.1%,71.4%,-44
Ekaterina Alexandrova,2019 Beijing R16,L vsKasatkina,11.5%,21.3%,34.0%,16.1%,29.0%,38.5%,35.7%,29.4%,25.0%,7.7%,15.4%,29.2%,7.7%,7.7%,0.0%,-42
Ekaterina Alexandrova,2019 Beijing R32,W vsHalep,18.3%,33.3%,53.7%,22.2%,41.7%,53.6%,57.1%,40.9%,0.0%,18.8%,31.3%,53.8%,27.3%,0.0%,0.0%,25
Ekaterina Alexandrova,2019 Beijing R64,W vsPera,39.5%,46.9%,58.5%,50.0%,56.3%,54.2%,40.0%,42.9%,50.0%,32.0%,44.0%,64.7%,38.5%,0.0%,-,160
Ekaterina Alexandrova,2019 Seoul SF,L vsLinette,25.5%,38.7%,53.5%,30.2%,46.0%,56.8%,52.0%,44.7%,60.0%,22.9%,34.3%,48.1%,27.8%,35.3%,75.0%,95
Ekaterina Alexandrova,2019 Cincinnati R32,L vsHalep,36.0%,42.7%,46.9%,54.0%,60.0%,47.8%,37.5%,53.8%,33.3%,16.1%,25.8%,46.2%,56.3%,33.3%,100.0%,29
Ekaterina Alexandrova,2019 Eastbourne QF,L vsPliskova,15.2%,26.1%,38.2%,31.8%,50.0%,33.3%,45.5%,45.5%,75.0%,0.0%,5.3%,42.1%,44.4%,40.0%,50.0%,-119
Ekaterina Alexandrova,2019 Birmingham R32,L vsMartic,30.4%,46.4%,50.0%,41.2%,64.7%,55.0%,26.7%,21.1%,0.0%,15.8%,21.1%,43.8%,0.0%,0.0%,0.0%,38
Ekaterina Alexandrova,2019 Indian Wells R64,W vsWozniacki,19.1%,26.4%,47.1%,27.9%,38.2%,53.1%,35.1%,48.4%,100.0%,5.3%,7.9%,38.9%,0.0%,13.0%,0.0%,-64
Ekaterina Alexandrova,2019 Budapest SF,L vsVan Uytvanck,25.3%,36.4%,52.2%,32.8%,44.8%,48.7%,51.9%,58.1%,75.0%,16.7%,27.8%,56.7%,57.1%,40.9%,25.0%,43
Ekaterina Alexandrova,2019 Budapest R16,W vsRus,35.1%,40.4%,42.9%,28.6%,34.3%,44.0%,57.1%,38.1%,33.3%,50.0%,55.0%,40.0%,36.4%,11.1%,0.0%,6
Ekaterina Alexandrova,2019 St. Petersburg QF,L vsSabalenka,23.2%,36.2%,50.0%,34.1%,51.2%,44.4%,30.4%,22.2%,0.0%,11.8%,23.5%,60.0%,20.0%,0.0%,0.0%,-36
Ekaterina Alexandrova,2019 St. Petersburg R16,W vsMartincova,24.6%,32.3%,53.2%,35.1%,45.9%,75.0%,31.3%,57.1%,75.0%,11.5%,15.4%,30.4%,38.5%,38.5%,66.7%,-18
Ekaterina Alexandrova,2019 St. Petersburg R32,W vsBoulter,34.8%,41.3%,48.2%,54.9%,64.7%,52.2%,54.2%,70.4%,60.0%,10.8%,13.5%,45.5%,33.3%,18.2%,0.0%,-6
Ekaterina Alexandrova,2019 Shenzhen R16,L vsSabalenka,23.8%,33.3%,39.0%,26.3%,39.5%,46.4%,45.0%,33.3%,50.0%,27.8%,33.3%,23.1%,42.9%,9.1%,50.0%,111
Ekaterina Alexandrova,2018 Limoges F,W vsRodina,48.6%,62.2%,77.8%,60.0%,80.0%,60.0%,42.9%,36.4%,-,27.3%,27.3%,100.0%,50.0%,55.6%,-,-3
Ekaterina Alexandrova,2018 Linz F,L vsGiorgi,16.7%,27.8%,43.6%,22.6%,38.7%,54.2%,50.0%,41.2%,-,11.8%,17.6%,26.7%,20.0%,14.3%,25.0%,-19
Ekaterina Alexandrova,2018 US Open R128,L vsHsieh,29.3%,37.0%,37.9%,39.6%,47.2%,34.4%,53.8%,25.9%,60.0%,18.8%,28.1%,42.3%,56.3%,43.8%,50.0%,58
Ekaterina Alexandrova,2018 Shenzhen R32,W vsVoegele,19.0%,36.2%,61.9%,22.2%,48.1%,76.2%,42.9%,61.5%,50.0%,19.2%,30.8%,47.6%,62.5%,27.8%,50.0%,67
Ekaterina Alexandrova,2017 Toronto R32,L vsWozniacki,25.6%,27.9%,26.7%,28.0%,32.0%,38.9%,41.7%,69.2%,75.0%,25.0%,25.0%,8.3%,75.0%,37.5%,50.0%,30
Ekaterina Alexandrova,2017 Shenzhen $60K F,W vsSabalenka,51.0%,62.7%,60.0%,56.8%,73.0%,75.0%,50.0%,42.9%,100.0%,35.7%,35.7%,33.3%,66.7%,37.5%,-,-104
Ekaterina Alexandrova,2016 Olomouc $50K SF,W vsPantuckova,23.0%,29.7%,45.7%,48.0%,56.0%,53.8%,50.0%,42.1%,0.0%,13.2%,21.1%,42.4%,12.0%,38.5%,75.0%,-1
Ekaterina Alexandrova,2016 Katowice R16,L vsGiorgi,27.9%,33.3%,38.0%,47.3%,52.7%,41.4%,32.1%,33.3%,14.3%,10.6%,17.0%,35.7%,30.0%,44.4%,40.0%,-16
Clara Tauson,2025 Montreal QF,W vsKeys,40.7%,45.8%,57.6%,45.0%,50.0%,59.1%,38.1%,42.1%,33.3%,35.3%,41.2%,54.5%,40.0%,25.0%,-,23
Clara Tauson,2025 Montreal R16,W vsSwiatek,27.5%,35.0%,51.9%,36.2%,46.8%,60.0%,47.4%,32.1%,33.3%,17.2%,20.7%,41.7%,28.6%,60.0%,-,42
Clara Tauson,2025 Washington QF,L vsKalinskaya,29.7%,35.1%,29.8%,34.0%,42.6%,29.0%,44.0%,40.9%,75.0%,27.3%,27.3%,31.3%,40.0%,58.3%,66.7%,119
Clara Tauson,2025 Wimbledon R16,L vsSwiatek,16.3%,25.6%,41.2%,21.1%,42.1%,46.7%,88.9%,40.0%,-,13.6%,13.6%,36.8%,33.3%,30.0%,75.0%,-3
Clara Tauson,2025 Wimbledon R64,W vsKalinskaya,39.4%,50.0%,43.6%,45.2%,57.1%,52.2%,68.8%,46.2%,-,30.4%,39.1%,31.3%,10.0%,38.5%,100.0%,-54
Clara Tauson,2025 Bad Homburg R16,L vsAndreeva,26.2%,39.3%,45.0%,30.5%,45.8%,51.2%,71.0%,28.6%,50.0%,17.4%,26.1%,31.6%,25.0%,13.3%,0.0%,-7
Clara Tauson,2025 Rome R16,L vsAndreeva,23.2%,31.6%,48.5%,27.3%,41.8%,57.5%,35.7%,11.1%,0.0%,20.0%,20.0%,35.7%,33.3%,15.0%,33.3%,47
Clara Tauson,2025 Madrid R64,L vsBencic,28.6%,50.8%,56.4%,36.4%,69.7%,71.4%,42.9%,36.8%,-,25.0%,37.5%,38.9%,0.0%,41.7%,100.0%,111
Clara Tauson,2025 Indian Wells R32,L vsAndreeva,18.8%,29.2%,35.1%,22.2%,40.7%,42.9%,35.3%,20.0%,0.0%,15.8%,15.8%,25.0%,0.0%,38.5%,50.0%,11
Clara Tauson,2025 Dubai F,L vsAndreeva,16.7%,27.3%,43.1%,21.6%,35.1%,51.7%,47.6%,18.8%,0.0%,12.0%,20.0%,31.8%,14.3%,16.7%,0.0%,0
Clara Tauson,2025 Dubai SF,W vsMuchova,29.7%,40.5%,50.7%,36.9%,52.3%,58.5%,48.5%,37.5%,25.0%,22.0%,26.8%,40.6%,15.4%,32.1%,50.0%,27
Clara Tauson,2025 Dubai QF,W vsNoskova,36.5%,51.4%,40.0%,46.7%,64.4%,45.8%,40.0%,48.0%,0.0%,22.2%,33.3%,33.3%,8.3%,40.0%,33.3%,-21
Clara Tauson,2025 Dubai R16,W vsSabalenka,27.1%,37.5%,47.1%,41.7%,58.3%,64.3%,50.0%,50.0%,0.0%,13.0%,17.4%,35.0%,0.0%,46.7%,0.0%,-54
Clara Tauson,2025 Linz QF,W vsBlinkova,20.6%,33.3%,59.6%,40.6%,56.3%,57.9%,46.2%,42.1%,50.0%,0.0%,10.7%,60.7%,14.3%,71.4%,100.0%,-119
Clara Tauson,2025 Linz R16,W vsCirstea,25.9%,37.9%,60.0%,25.0%,46.4%,61.9%,25.0%,37.5%,0.0%,29.6%,33.3%,57.9%,23.1%,71.4%,50.0%,17
Clara Tauson,2025 Linz R32,W vsKalinina,35.2%,42.6%,67.7%,46.9%,59.4%,76.5%,60.0%,41.2%,100.0%,22.2%,22.2%,57.1%,55.6%,55.6%,100.0%,90
Clara Tauson,2025 Australian Open R32,L vsSabalenka,26.6%,34.9%,32.4%,37.1%,50.0%,38.6%,46.4%,19.0%,22.2%,9.1%,9.1%,23.3%,31.6%,71.4%,75.0%,-30
Clara Tauson,2025 Auckland F,W vsOsaka,29.7%,40.5%,36.4%,55.6%,72.2%,50.0%,54.5%,42.9%,50.0%,6.7%,13.3%,28.6%,60.0%,30.0%,50.0%,-55
Clara Tauson,2025 Auckland SF,W vsMontgomery,33.3%,42.1%,50.0%,44.1%,55.9%,57.9%,37.5%,44.4%,0.0%,19.0%,23.8%,41.2%,66.7%,25.0%,0.0%,1
Clara Tauson,2025 Auckland QF,W vsKeys,37.3%,41.3%,43.5%,50.0%,54.5%,22.7%,47.4%,52.0%,66.7%,20.0%,23.3%,62.5%,23.1%,76.5%,100.0%,-65
Clara Tauson,2024 Paris Olympics R64,L vsAndreescu,17.0%,26.4%,51.4%,21.4%,35.7%,59.1%,45.5%,23.5%,25.0%,16.7%,22.2%,40.0%,11.1%,55.6%,50.0%,19
Clara Tauson,2024 Roland Garros R16,L vsJabeur,20.5%,34.2%,48.1%,29.2%,41.7%,47.1%,50.0%,39.3%,0.0%,4.8%,23.8%,50.0%,10.0%,72.7%,100.0%,-73
Clara Tauson,2024 Roland Garros R32,W vsKenin,29.4%,39.7%,47.7%,38.9%,52.8%,50.0%,47.4%,35.3%,50.0%,21.4%,28.6%,45.5%,16.7%,43.8%,33.3%,47
Clara Tauson,2024 Rome R64,L vsKalinskaya,10.3%,24.1%,37.5%,12.9%,35.5%,44.4%,23.1%,50.0%,71.4%,8.7%,13.0%,28.6%,14.3%,88.9%,75.0%,-33
Clara Tauson,2024 Miami R64,L vsRybakina,30.0%,36.4%,40.0%,35.6%,45.2%,42.6%,38.9%,64.9%,88.9%,23.3%,23.3%,34.8%,10.0%,50.0%,0.0%,99
Clara Tauson,2024 Miami R128,W vsDolehide,26.3%,42.5%,50.0%,30.4%,54.3%,59.4%,43.5%,43.5%,50.0%,24.1%,31.0%,36.4%,16.7%,58.8%,75.0%,73
Clara Tauson,2023 Guangzhou R32,W vsFruhvirtova,22.4%,32.8%,53.1%,26.2%,40.5%,45.2%,26.3%,13.0%,0.0%,18.2%,22.7%,66.7%,0.0%,35.7%,-,41
Clara Tauson,2023 Roland Garros R32,L vsAvanesyan,6.1%,11.2%,47.1%,8.6%,13.8%,50.9%,20.0%,45.5%,85.7%,3.0%,9.1%,40.6%,11.1%,80.0%,100.0%,-90
Clara Tauson,2023 Roland Garros R64,W vsFernandez,10.0%,24.0%,58.3%,10.2%,25.4%,67.9%,54.2%,22.9%,0.0%,11.4%,25.7%,41.9%,16.7%,11.8%,0.0%,-6
Clara Tauson,2023 Roland Garros R128,W vsSasnovich,27.7%,42.6%,53.1%,32.3%,45.2%,47.6%,14.3%,58.8%,33.3%,21.4%,42.9%,63.6%,12.5%,66.7%,-,47
Clara Tauson,2023 W40 Maribor SF,W vsErjavec,26.8%,35.7%,50.0%,35.3%,47.1%,45.5%,42.9%,30.0%,0.0%,14.3%,19.0%,55.6%,9.1%,70.0%,100.0%,-49
Clara Tauson,2022 Indian Wells R32,L vsSwiatek,27.1%,31.8%,38.0%,33.9%,42.4%,51.3%,44.4%,34.4%,44.4%,22.0%,22.0%,21.9%,5.9%,45.8%,100.0%,72
Clara Tauson,2022 Indian Wells R64,W vsHaddad Maia,24.6%,32.8%,47.8%,44.1%,58.8%,68.4%,43.8%,22.2%,0.0%,0.0%,0.0%,33.3%,41.7%,6.7%,0.0%,-119
Clara Tauson,2022 Doha R32,L vsBadosa,14.6%,18.8%,39.5%,25.9%,33.3%,35.0%,36.4%,56.3%,80.0%,0.0%,0.0%,44.4%,0.0%,42.9%,100.0%,-119
Clara Tauson,2022 Doha R64,W vsBencic,33.3%,44.0%,53.1%,41.3%,54.3%,51.9%,57.9%,40.7%,50.0%,21.4%,28.6%,54.5%,7.1%,21.4%,0.0%,-62
Clara Tauson,2022 Australian Open R32,L vsCollins,20.2%,32.7%,50.6%,22.6%,39.6%,56.1%,34.6%,48.1%,100.0%,19.1%,27.7%,44.7%,13.0%,66.7%,85.7%,-9
Clara Tauson,2022 Australian Open R64,W vsKontaveit,30.4%,35.7%,51.3%,42.4%,48.5%,52.6%,33.3%,27.8%,0.0%,13.0%,17.4%,50.0%,8.3%,81.8%,100.0%,-104
Clara Tauson,2022 Melbourne 2 R16,W vsZhu,35.0%,52.5%,69.2%,39.4%,54.5%,70.0%,37.5%,41.2%,100.0%,14.3%,42.9%,66.7%,0.0%,0.0%,-,-104
Clara Tauson,2022 Melbourne 2 R32,W vsKalinina,20.3%,35.6%,53.3%,32.1%,53.6%,57.9%,45.5%,41.2%,50.0%,10.3%,20.7%,50.0%,21.4%,53.3%,100.0%,-26
Clara Tauson,2021 Courmayeur F,L vsVekic,19.4%,35.8%,39.2%,27.5%,50.0%,44.8%,35.3%,60.9%,100.0%,8.3%,16.7%,31.8%,8.3%,83.3%,100.0%,-33
Clara Tauson,2021 Luxembourg F,W vsOstapenko,34.5%,43.7%,50.0%,36.0%,50.0%,53.1%,52.4%,34.5%,-,33.3%,36.1%,45.8%,21.1%,64.7%,60.0%,-71
Clara Tauson,2021 Charleston 2 QF,L vsOsorio,23.1%,35.9%,34.6%,33.3%,47.6%,35.7%,30.0%,45.5%,75.0%,14.3%,28.6%,33.3%,28.6%,71.4%,50.0%,9
Clara Tauson,2021 Lyon F,W vsGolubic,16.1%,32.1%,53.2%,26.9%,38.5%,57.9%,53.8%,46.2%,0.0%,6.7%,26.7%,50.0%,7.1%,43.8%,33.3%,-104
Clara Tauson,2021 Lyon SF,W vsBadosa,28.3%,38.3%,59.0%,37.5%,53.1%,70.0%,57.1%,22.2%,0.0%,20.8%,25.0%,47.4%,8.3%,58.3%,100.0%,68
Clara Tauson,2021 W25 Fujairah F,W vsGolubic,22.9%,31.3%,50.0%,25.9%,37.0%,45.0%,38.5%,53.6%,50.0%,18.5%,22.2%,59.1%,8.3%,80.0%,50.0%,-21
Clara Tauson,2020 Roland Garros R128,W vsBrady,16.5%,30.2%,49.6%,22.0%,37.0%,52.6%,28.0%,48.0%,63.6%,2.6%,13.2%,43.2%,5.9%,38.1%,28.6%,-89
