Player,Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
Jasmine Paolini,2024 Wimbledon R32,W vsAndreescu,73.8%,62.5%,7.7%,2/3,2.52,20.0%,71.1%,59.4%,4.4%,2.40,32.0%,84.2%,68.8%,15.8%,2.73,0.0%
Jasmine Paolini,2024 Wimbledon R64,W vsMinnen,83.3%,62.9%,6.0%,3/2,2.51,0.0%,82.1%,58.7%,3.6%,2.49,0.0%,88.9%,70.8%,11.1%,2.57,0.0%
Jasmine Paolini,2024 Wimbledon R128,W vsSorribes Tormo,78.7%,64.6%,9.8%,4/2,2.32,21.9%,81.6%,67.7%,5.3%,2.40,28.6%,77.3%,58.8%,18.2%,2.16,9.1%
Jasmine Paolini,2024 Eastbourne SF,L vsKasatkina,75.8%,46.7%,5.1%,4/1,2.56,34.1%,82.1%,49.1%,3.0%,2.52,55.1%,71.4%,40.0%,10.7%,2.63,3.0%
Jasmine Paolini,2024 Roland Garros F,L vsSwiatek,81.0%,38.2%,9.5%,1/3,2.37,0.0%,84.6%,36.4%,3.8%,2.40,0.0%,75.0%,41.7%,18.8%,2.28,0.0%
Jasmine Paolini,2024 Roland Garros SF,W vsAndreeva,80.4%,62.2%,4.3%,1/1,2.39,2.2%,85.7%,50.0%,7.1%,2.28,2.8%,76.5%,84.6%,0.0%,2.83,0.0%
Jasmine Paolini,2024 Roland Garros QF,W vsRybakina,71.3%,62.9%,2.3%,0/2,2.63,1.2%,67.2%,61.5%,0.0%,2.75,1.7%,88.5%,65.2%,7.7%,2.33,0.0%
Jasmine Paolini,2024 Roland Garros R16,W vsAvanesyan,87.5%,61.4%,2.5%,1/1,2.64,0.0%,92.3%,61.7%,1.5%,2.81,0.0%,83.3%,60.0%,8.3%,2.11,0.0%
Jasmine Paolini,2024 Roland Garros R32,W vsAndreescu,89.7%,55.7%,11.5%,6/3,2.54,9.3%,94.7%,53.7%,7.0%,2.49,10.7%,84.2%,62.5%,26.3%,2.62,6.7%
Jasmine Paolini,2024 Madrid R16,L vsAndreeva,84.7%,55.6%,4.7%,0/4,2.65,5.4%,80.4%,53.3%,1.8%,2.70,6.7%,96.4%,59.3%,10.7%,2.44,0.0%
Jasmine Paolini,2024 Madrid R32,W vsGarcia,83.1%,59.2%,3.4%,1/1,2.48,9.1%,79.5%,51.6%,2.6%,2.59,6.7%,90.0%,72.2%,5.0%,2.24,14.3%
Jasmine Paolini,2024 Stuttgart R16,W vsJabeur,67.1%,60.4%,15.2%,5/7,2.32,14.3%,50.0%,59.1%,11.4%,2.41,18.6%,88.6%,61.3%,20.0%,2.13,5.0%
Jasmine Paolini,2024 Miami R32,L vsNavarro,74.0%,51.9%,4.1%,1/2,2.63,6.7%,70.6%,50.0%,2.0%,2.58,8.5%,85.7%,55.6%,9.5%,2.72,3.6%
Jasmine Paolini,2024 Indian Wells R32,W vsKalinskaya,75.0%,44.0%,1.0%,1/0,2.54,17.5%,81.2%,44.6%,0.0%,2.41,23.7%,90.5%,42.1%,4.8%,2.83,5.3%
Jasmine Paolini,2024 Dubai F,W vsKalinskaya,78.0%,53.5%,3.3%,1/2,2.22,9.3%,78.3%,59.6%,1.7%,2.29,12.3%,88.9%,41.7%,7.4%,1.99,0.0%
Jasmine Paolini,2024 Dubai SF,W vsCirstea,83.3%,58.8%,2.1%,1/1,2.62,1.7%,82.8%,54.7%,1.6%,2.60,2.1%,87.1%,66.7%,3.2%,2.65,0.0%
Jasmine Paolini,2024 Doha R64,L vsNavarro,90.9%,48.0%,10.9%,2/4,2.93,3.3%,89.2%,45.5%,5.4%,2.84,4.8%,94.4%,52.9%,22.2%,3.13,0.0%
Jasmine Paolini,2024 Australian Open R16,L vsKalinskaya,88.9%,33.3%,3.7%,0/2,2.52,7.8%,92.1%,37.1%,2.6%,2.69,12.9%,86.7%,23.1%,6.7%,2.26,0.0%
Jasmine Paolini,2024 Australian Open R32,W vsBlinkova,81.3%,59.6%,17.2%,4/7,2.46,6.5%,84.2%,56.3%,23.7%,2.44,8.1%,80.0%,65.0%,8.0%,2.57,0.0%
Jasmine Paolini,2024 United Cup RR,W vsKerber,83.2%,58.2%,8.4%,3/5,2.13,0.0%,89.0%,55.4%,4.1%,2.10,0.0%,77.8%,71.4%,27.8%,2.18,0.0%
Jasmine Paolini,2024 United Cup RR,L vsGarcia,53.7%,62.7%,8.4%,4/4,2.55,8.3%,49.1%,57.1%,8.8%,2.56,12.5%,69.7%,69.6%,9.1%,2.53,0.0%
Jasmine Paolini,2023 BJK Cup F,L vsFernandez,86.7%,42.3%,3.3%,2/0,2.74,1.9%,89.7%,50.0%,3.4%,2.72,2.8%,96.3%,34.6%,3.7%,2.79,0.0%
Jasmine Paolini,2023 Monastir F,L vsMertens,79.1%,35.3%,4.7%,1/1,1.78,8.9%,85.7%,29.2%,3.6%,1.88,10.8%,83.3%,50.0%,8.3%,1.38,0.0%
Jasmine Paolini,2023 Beijing R16,L vsSabalenka,59.4%,58.5%,7.2%,2/3,2.76,6.0%,47.6%,50.0%,4.8%,2.71,7.1%,87.5%,66.7%,12.5%,3.06,0.0%
Jasmine Paolini,2023 Palermo F,L vsZheng,73.8%,43.5%,7.1%,3/3,2.46,1.8%,72.5%,44.8%,5.0%,2.59,0.0%,89.2%,42.4%,10.8%,2.03,7.7%
Jasmine Paolini,2023 Roland Garros R64,L vsDanilovic,62.9%,61.4%,11.4%,3/5,2.45,0.0%,62.2%,57.1%,15.6%,2.44,0.0%,69.6%,68.8%,4.3%,2.48,0.0%
Jasmine Paolini,2023 Roland Garros R128,W vsCirstea,82.2%,53.4%,8.4%,3/6,2.34,0.0%,83.6%,44.6%,9.0%,2.39,0.0%,86.5%,68.8%,8.1%,2.21,0.0%
Jasmine Paolini,2022 Cluj Napoca F,L vsBlinkova,59.4%,46.3%,10.1%,2/5,2.58,0.0%,58.8%,35.0%,11.8%,2.62,0.0%,75.0%,57.1%,10.7%,2.37,0.0%
Jasmine Paolini,2022 US Open R128,L vsSwiatek,72.5%,51.7%,7.5%,0/3,2.34,5.0%,68.0%,52.9%,0.0%,2.34,8.7%,80.0%,50.0%,20.0%,2.34,0.0%
Jasmine Paolini,2022 Granby R32,W vsSakatsume,77.3%,43.1%,1.5%,0/1,2.53,3.6%,81.4%,42.9%,0.0%,2.46,3.0%,76.2%,43.8%,4.8%,2.64,4.5%
Jasmine Paolini,2022 Indian Wells R32,L vsGolubic,85.3%,46.0%,3.9%,1/3,2.67,6.8%,91.2%,51.6%,1.5%,2.79,7.7%,83.3%,32.0%,10.0%,2.50,5.6%
Jasmine Paolini,2022 Indian Wells R64,W vsSabalenka,57.8%,47.9%,7.2%,4/2,2.64,1.9%,56.3%,33.3%,6.3%,2.62,2.8%,84.0%,66.7%,12.0%,2.68,0.0%
Jasmine Paolini,2021 Linz QF,L vsHalep,80.0%,44.1%,8.2%,5/2,2.56,1.2%,81.4%,37.5%,6.8%,2.50,1.8%,90.9%,60.0%,13.6%,2.70,0.0%
Jasmine Paolini,2021 Courmayeur R16,W vsStefanini,85.5%,55.3%,5.5%,1/2,2.40,2.0%,87.5%,54.3%,2.5%,2.33,2.3%,85.7%,58.3%,14.3%,2.73,0.0%
Jasmine Paolini,2021 Indian Wells R128,W vsHontama,83.1%,50.0%,4.6%,1/2,2.50,6.3%,80.4%,43.2%,2.2%,2.47,6.8%,100.0%,64.7%,11.8%,2.56,5.3%
Jasmine Paolini,2021 Portoroz F,W vsRiske Amritraj,89.1%,61.4%,6.3%,1/3,2.85,2.0%,86.5%,59.4%,8.1%,3.01,2.7%,100.0%,64.0%,4.0%,2.41,0.0%
Jasmine Paolini,2021 Bol F,W vsRus,68.4%,53.8%,0.0%,0/0,1.99,4.4%,84.0%,50.0%,0.0%,1.98,7.1%,76.9%,70.0%,0.0%,2.01,0.0%
Jasmine Paolini,2021 Saint-Malo F,L vsGolubic,76.3%,46.7%,1.7%,0/1,2.45,7.9%,79.5%,45.7%,2.3%,2.44,13.6%,76.9%,50.0%,0.0%,2.47,0.0%
Jasmine Paolini,2021 Gippsland Trophy R16,L vsMuchova,59.5%,54.0%,4.8%,1/3,2.54,13.8%,44.9%,45.5%,6.1%,2.58,12.7%,84.8%,60.7%,3.0%,2.31,20.0%
Jasmine Paolini,2021 Gippsland Trophy R64,W vsMarino,67.2%,65.1%,7.8%,2/3,2.64,4.1%,45.5%,73.3%,15.2%,2.56,5.4%,90.3%,60.7%,0.0%,2.91,0.0%
Jasmine Paolini,2020 Linz R32,L vsSabalenka,56.9%,51.4%,1.5%,0/1,2.70,13.3%,56.8%,47.6%,0.0%,2.65,20.0%,76.2%,56.3%,4.8%,2.80,0.0%
Jasmine Paolini,2020 Roland Garros R128,W vsBolsova,86.4%,60.8%,1.7%,1/0,2.21,1.7%,88.6%,59.0%,0.0%,2.26,2.4%,85.7%,66.7%,7.1%,2.09,0.0%
Jasmine Paolini,2020 Rome R32,L vsHalep,73.4%,63.8%,4.7%,2/1,2.75,0.0%,77.5%,54.8%,0.0%,2.68,0.0%,72.7%,81.3%,13.6%,2.91,0.0%
Jasmine Paolini,2020 Australian Open R128,L vsBlinkova,84.8%,47.8%,13.9%,2/9,2.66,1.6%,88.0%,47.7%,14.0%,2.71,3.0%,88.5%,47.8%,15.4%,2.60,0.0%
Jasmine Paolini,2019 Guangzhou QF,L vsKenin,55.7%,44.1%,14.8%,2/7,2.82,4.2%,55.0%,31.8%,12.5%,2.68,7.1%,80.0%,66.7%,26.7%,3.02,0.0%
Jasmine Paolini,2019 Palermo QF,L vsBertens,71.0%,44.9%,8.7%,4/2,2.26,0.0%,59.5%,45.5%,13.5%,2.32,0.0%,96.4%,44.4%,3.6%,2.01,0.0%
Jasmine Paolini,2016 Valencia $25K SF,W vsBucsa,83.9%,55.1%,5.4%,1/4,2.26,1.3%,86.5%,54.7%,1.4%,2.09,0.0%,82.4%,57.1%,23.5%,2.58,3.7%
Jasmine Paolini,2016 Hechingen $25K QF,L vsBurger,80.6%,50.0%,4.2%,0/3,2.54,1.4%,81.3%,41.0%,2.1%,2.55,2.3%,86.4%,68.4%,9.1%,2.52,0.0%
Madison Keys,2025 Montreal QF,L vsTauson,55.9%,42.4%,6.8%,4/0,2.56,20.7%,55.0%,40.9%,2.5%,2.56,35.3%,64.7%,45.5%,17.6%,2.54,0.0%
Madison Keys,2025 Roland Garros R16,W vsBaptiste,65.3%,63.8%,2.8%,1/1,2.59,17.5%,62.5%,64.0%,2.5%,2.58,22.2%,73.3%,63.6%,3.3%,2.61,7.7%
Madison Keys,2025 Charleston R16,L vsKalinskaya,62.1%,50.0%,6.9%,2/2,2.32,14.9%,61.4%,51.9%,4.5%,2.46,20.6%,69.2%,44.4%,15.4%,1.95,0.0%
Madison Keys,2025 Miami R32,L vsEala,72.6%,57.8%,12.9%,4/4,2.62,6.4%,73.2%,56.7%,4.9%,2.51,8.8%,75.0%,60.0%,30.0%,2.89,0.0%
Madison Keys,2025 Indian Wells SF,L vsSabalenka,72.5%,34.5%,10.0%,3/1,2.63,6.5%,71.4%,40.0%,7.1%,2.64,8.3%,81.8%,22.2%,18.2%,2.59,0.0%
Madison Keys,2025 Indian Wells QF,W vsBencic,73.1%,73.7%,7.7%,2/2,2.21,9.1%,67.7%,81.0%,3.2%,2.17,16.7%,100.0%,64.7%,17.6%,2.25,0.0%
Madison Keys,2025 Indian Wells R64,W vsPotapova,77.8%,73.8%,5.6%,1/2,2.44,9.1%,81.5%,77.3%,7.4%,2.32,17.6%,76.9%,70.0%,3.8%,2.56,0.0%
Madison Keys,2025 Australian Open F,W vsSabalenka,69.8%,49.3%,9.4%,5/4,2.48,16.7%,74.6%,54.0%,6.0%,2.35,21.6%,70.8%,35.3%,20.8%,2.67,8.7%
Madison Keys,2025 Australian Open SF,W vsSwiatek,72.4%,60.5%,5.7%,2/4,2.39,1.4%,75.3%,61.8%,2.7%,2.49,2.0%,84.0%,57.1%,16.0%,2.18,0.0%
Madison Keys,2025 Australian Open QF,W vsSvitolina,60.9%,55.4%,3.3%,2/1,2.16,7.9%,59.3%,46.9%,0.0%,2.03,14.3%,64.9%,66.7%,8.1%,2.32,0.0%
Madison Keys,2025 Australian Open R16,W vsRybakina,58.8%,62.0%,3.5%,3/0,3.00,3.7%,46.8%,54.5%,6.4%,2.94,4.9%,87.5%,67.9%,0.0%,3.18,0.0%
Madison Keys,2025 Australian Open R32,W vsCollins,60.0%,54.5%,10.9%,5/1,2.56,26.5%,60.7%,52.9%,17.9%,2.56,31.0%,66.7%,56.3%,4.2%,2.62,0.0%
Madison Keys,2025 Australian Open R64,W vsRuse,68.1%,60.8%,1.7%,1/1,2.67,12.7%,65.2%,58.1%,3.0%,2.70,18.0%,78.3%,63.9%,0.0%,2.59,0.0%
Madison Keys,2025 Australian Open R128,W vsLi,55.7%,61.8%,3.3%,2/0,2.65,11.4%,51.1%,52.2%,2.2%,2.41,18.2%,78.6%,81.8%,7.1%,3.05,0.0%
Madison Keys,2025 Adelaide F,W vsPegula,64.8%,66.1%,6.6%,3/3,2.58,17.1%,61.0%,63.9%,3.4%,2.55,26.1%,82.1%,69.6%,14.3%,2.61,5.6%
Madison Keys,2025 Auckland QF,L vsTauson,61.3%,56.5%,1.3%,0/1,2.29,13.6%,50.0%,77.3%,0.0%,2.05,22.5%,80.0%,37.5%,3.3%,2.67,0.0%
Madison Keys,2025 Auckland R32,W vsBronzetti,76.0%,57.9%,2.7%,1/1,2.38,0.0%,76.0%,55.3%,0.0%,2.05,0.0%,82.6%,63.2%,8.7%,2.97,0.0%
Madison Keys,2024 Beijing R16,L vsSabalenka,72.1%,38.7%,4.7%,2/0,2.65,10.3%,71.0%,22.7%,0.0%,2.61,12.5%,81.8%,77.8%,18.2%,2.83,0.0%
Madison Keys,2024 Wimbledon R16,L vsPaolini,70.6%,59.7%,9.8%,5/5,2.52,3.7%,72.6%,54.7%,5.5%,2.50,5.5%,70.4%,73.7%,22.2%,2.54,0.0%
Madison Keys,2024 Wimbledon R32,W vsKostyuk,75.8%,56.0%,3.0%,1/1,1.90,23.7%,80.4%,54.1%,4.3%,1.95,27.3%,72.2%,61.5%,0.0%,1.60,0.0%
Madison Keys,2024 Strasbourg F,W vsCollins,71.7%,69.8%,1.7%,0/1,2.57,11.1%,79.5%,64.5%,2.6%,2.64,16.7%,75.0%,83.3%,0.0%,2.42,0.0%
Madison Keys,2024 Strasbourg QF,W vsLinette,78.0%,56.4%,4.0%,2/0,2.34,13.2%,80.6%,48.0%,6.5%,2.29,16.7%,87.5%,71.4%,0.0%,2.51,0.0%
Madison Keys,2024 Rome QF,L vsSwiatek,60.9%,51.3%,1.6%,1/0,2.76,6.5%,56.3%,51.9%,0.0%,2.75,10.5%,80.0%,50.0%,6.7%,2.77,0.0%
Madison Keys,2024 Rome R16,W vsCirstea,73.3%,69.7%,6.7%,2/1,2.58,21.9%,71.4%,70.0%,7.1%,2.46,29.2%,92.9%,69.2%,7.1%,2.94,0.0%
Madison Keys,2024 Madrid SF,L vsSwiatek,84.0%,33.3%,6.0%,1/2,2.87,8.6%,80.6%,37.9%,5.6%,3.05,14.3%,92.9%,23.1%,7.1%,2.61,0.0%
Madison Keys,2024 Madrid QF,W vsJabeur,66.7%,57.1%,7.9%,3/2,2.03,27.8%,53.8%,52.4%,5.1%,2.27,35.3%,87.5%,61.9%,12.5%,1.59,15.0%
Madison Keys,2024 Miami R16,L vsRybakina,71.4%,40.0%,6.3%,3/1,2.40,1.9%,68.3%,28.6%,2.4%,2.34,2.6%,81.0%,58.8%,14.3%,2.55,0.0%
Madison Keys,2023 US Open SF,L vsSabalenka,63.3%,54.8%,3.1%,2/1,2.51,8.6%,65.6%,54.8%,1.6%,2.47,12.5%,66.7%,55.0%,6.7%,2.60,0.0%
Madison Keys,2023 US Open QF,W vsVondrousova,65.2%,53.3%,0.0%,0/0,2.30,25.9%,70.4%,57.9%,0.0%,2.36,37.8%,78.6%,45.5%,0.0%,2.15,0.0%
Madison Keys,2023 US Open R16,W vsPegula,67.2%,71.8%,3.4%,1/1,2.64,9.7%,68.8%,63.6%,0.0%,2.50,14.3%,73.9%,82.4%,8.7%,2.92,0.0%
Madison Keys,2023 Wimbledon QF,L vsSabalenka,69.8%,45.5%,15.9%,6/4,2.82,6.5%,64.9%,37.5%,18.9%,2.84,9.1%,83.3%,55.0%,12.5%,2.76,0.0%
Madison Keys,2023 Wimbledon R32,W vsKostyuk,69.0%,65.0%,3.4%,1/1,2.21,33.3%,68.6%,54.2%,0.0%,2.22,50.0%,84.2%,81.3%,10.5%,2.19,0.0%
Madison Keys,2023 Eastbourne F,W vsKasatkina,76.5%,61.5%,0.0%,0/0,2.41,28.6%,76.7%,63.0%,0.0%,2.44,37.5%,100.0%,50.0%,0.0%,2.30,0.0%
Madison Keys,2023 Roland Garros R64,L vsDay,70.6%,63.9%,1.0%,0/1,2.32,4.8%,70.0%,54.8%,0.0%,2.26,9.3%,76.9%,76.7%,2.6%,2.39,0.0%
Madison Keys,2023 Roland Garros R128,W vsKanepi,71.6%,50.9%,1.4%,1/0,2.39,8.2%,80.5%,48.5%,2.4%,2.34,16.0%,74.1%,55.0%,0.0%,2.44,0.0%
Madison Keys,2023 Dubai QF,L vsGauff,64.4%,52.6%,5.1%,2/1,2.25,2.4%,60.5%,46.2%,7.0%,2.12,3.2%,75.0%,66.7%,0.0%,2.65,0.0%
Madison Keys,2023 Australian Open R32,L vsAzarenka,65.5%,52.6%,6.9%,2/2,2.36,11.3%,70.6%,45.8%,2.9%,2.27,17.1%,70.0%,64.3%,15.0%,2.55,0.0%
Madison Keys,2023 Australian Open R64,W vsWang,75.4%,61.2%,3.1%,2/0,2.63,14.3%,71.8%,57.1%,2.6%,2.59,17.9%,87.5%,66.7%,4.2%,2.83,0.0%
Madison Keys,2022 US Open R32,L vsGauff,58.5%,58.1%,5.7%,2/1,2.28,8.2%,58.3%,52.4%,8.3%,2.39,13.3%,71.4%,70.0%,0.0%,2.11,0.0%
Madison Keys,2022 Cincinnati R16,W vsSwiatek,74.6%,61.7%,4.8%,2/1,2.36,7.1%,67.6%,52.2%,2.9%,2.18,10.3%,88.9%,70.8%,7.4%,2.76,0.0%
Madison Keys,2022 Indian Wells QF,L vsSwiatek,75.6%,32.4%,2.2%,1/0,2.46,0.0%,80.0%,20.0%,0.0%,2.23,0.0%,77.8%,50.0%,5.6%,2.85,0.0%
Madison Keys,2022 Australian Open SF,L vsBarty,52.2%,41.7%,4.3%,2/0,2.36,56.5%,50.0%,28.6%,0.0%,2.34,62.5%,55.6%,60.0%,11.1%,2.39,42.9%
Madison Keys,2022 Australian Open QF,W vsKrejcikova,62.1%,73.2%,7.6%,4/1,2.76,5.6%,67.6%,76.0%,5.4%,2.79,10.0%,64.0%,68.8%,12.0%,2.73,0.0%
Madison Keys,2022 Australian Open R128,W vsKenin,76.0%,45.6%,8.0%,4/2,-,22.2%,76.4%,45.2%,3.6%,-,44.4%,83.3%,46.7%,22.2%,-,0.0%
Madison Keys,2022 Adelaide 2 F,W vsRiske Amritraj,80.8%,59.5%,1.9%,1/0,2.47,16.2%,88.9%,53.1%,2.8%,2.31,27.3%,76.9%,80.0%,0.0%,2.71,0.0%
Madison Keys,2022 Adelaide 2 R32,W vsSvitolina,63.6%,59.2%,0.0%,0/0,-,17.4%,58.5%,50.0%,0.0%,-,30.8%,86.2%,68.0%,0.0%,-,0.0%
Madison Keys,2021 Cincinnati R64,L vsKvitova,59.0%,50.0%,9.0%,5/2,2.29,22.6%,52.0%,46.2%,8.0%,2.23,40.0%,80.0%,55.0%,12.0%,2.34,6.3%
Madison Keys,2021 Wimbledon R16,L vsGolubic,77.8%,44.6%,4.2%,3/0,2.48,27.6%,79.2%,39.5%,4.2%,2.40,31.6%,78.3%,55.6%,4.3%,2.63,20.0%
Madison Keys,2021 Berlin R16,W vsSabalenka,53.8%,62.5%,1.0%,1/0,2.52,20.0%,55.7%,58.8%,0.0%,2.45,28.6%,61.1%,68.2%,2.8%,2.62,5.9%
Madison Keys,2021 Rome R32,L vsSwiatek,64.3%,44.4%,7.1%,2/2,2.29,8.2%,59.3%,50.0%,11.1%,2.42,14.8%,76.9%,40.0%,3.8%,2.14,0.0%
Madison Keys,2020 Australian Open R32,L vsSakkari,65.0%,51.3%,3.3%,2/0,2.43,12.2%,73.5%,48.0%,0.0%,2.26,25.0%,56.0%,57.1%,8.0%,2.59,0.0%
Madison Keys,2020 Australian Open R64,W vsRus,72.1%,47.7%,0.0%,0/0,2.48,6.8%,75.0%,47.2%,0.0%,2.32,11.1%,72.7%,50.0%,0.0%,2.74,0.0%
Madison Keys,2020 Brisbane F,L vsPliskova,57.3%,54.5%,4.2%,3/1,2.82,6.8%,60.3%,54.3%,3.4%,2.76,9.8%,62.5%,55.0%,6.3%,2.96,0.0%
Madison Keys,2019 US Open R16,L vsSvitolina,57.1%,31.3%,1.8%,1/0,2.32,17.6%,57.5%,13.0%,0.0%,2.24,29.0%,64.3%,77.8%,7.1%,2.44,0.0%
Madison Keys,2019 US Open R32,W vsKenin,72.4%,38.1%,10.3%,3/3,2.63,27.8%,74.4%,44.8%,5.1%,2.33,38.5%,86.7%,23.1%,26.7%,3.36,0.0%
Madison Keys,2019 Cincinnati F,W vsKuznetsova,74.7%,49.2%,2.5%,1/1,2.39,27.7%,70.2%,45.0%,1.8%,2.42,52.0%,90.5%,57.9%,4.8%,2.36,0.0%
Madison Keys,2019 Cincinnati SF,W vsKenin,73.8%,60.4%,10.8%,5/2,2.34,8.3%,78.6%,57.6%,2.4%,2.16,18.8%,71.4%,66.7%,28.6%,2.50,0.0%
Madison Keys,2019 Cincinnati QF,W vsWilliams,56.3%,61.1%,3.1%,1/1,2.58,2.3%,63.4%,57.7%,0.0%,2.28,4.0%,66.7%,70.0%,13.3%,2.98,0.0%
Madison Keys,2019 Cincinnati R16,W vsHalep,71.3%,59.7%,5.0%,3/2,2.35,8.6%,73.1%,57.1%,1.5%,2.29,13.5%,79.3%,65.2%,13.8%,2.46,0.0%
Madison Keys,2019 Cincinnati R64,W vsMuguruza,67.6%,46.5%,3.8%,2/2,2.65,0.0%,63.5%,40.4%,2.7%,2.64,0.0%,88.9%,58.3%,7.4%,2.67,0.0%
Madison Keys,2019 Washington R32,L vsBaptiste,57.7%,53.3%,6.4%,1/4,2.38,20.3%,56.5%,50.0%,2.2%,2.22,34.3%,67.9%,57.9%,14.3%,2.63,0.0%
Madison Keys,2019 Wimbledon R128,W vsKumkhum,68.5%,59.5%,0.0%,0/0,2.47,18.8%,75.0%,51.9%,0.0%,2.54,50.0%,76.9%,80.0%,0.0%,2.43,0.0%
Madison Keys,2019 Roland Garros QF,L vsBarty,60.0%,41.7%,0.0%,0/0,2.65,31.6%,47.2%,41.2%,0.0%,2.38,28.6%,82.6%,42.1%,0.0%,2.98,35.3%
Madison Keys,2019 Charleston F,W vsWozniacki,71.3%,53.7%,0.0%,0/0,2.39,16.4%,73.2%,51.9%,0.0%,2.50,26.5%,83.3%,60.0%,0.0%,2.21,0.0%
Madison Keys,2019 Charleston QF,W vsStephens,84.6%,59.1%,4.8%,4/1,2.17,4.8%,85.3%,51.7%,4.4%,2.22,8.8%,85.7%,73.3%,5.7%,2.11,0.0%
Madison Keys,2019 Australian Open R16,L vsSvitolina,72.6%,50.8%,1.2%,1/0,2.39,18.0%,76.4%,42.9%,0.0%,2.39,26.5%,76.0%,68.4%,4.0%,2.41,0.0%
Madison Keys,2019 Australian Open R64,W vsPotapova,64.3%,64.4%,10.0%,5/2,2.23,12.5%,67.5%,55.6%,7.5%,2.24,25.0%,75.0%,77.8%,16.7%,2.21,0.0%
Madison Keys,2018 Zhuhai R16,L vsWang,67.9%,62.3%,5.1%,4/0,2.33,1.7%,64.2%,52.9%,1.9%,2.42,2.7%,82.6%,78.9%,13.0%,2.17,0.0%
Madison Keys,2018 Zhuhai R16,W vsKasatkina,74.1%,60.5%,3.4%,2/0,2.52,5.7%,81.1%,56.7%,2.7%,2.50,7.4%,86.7%,69.2%,6.7%,2.60,0.0%
Madison Keys,2018 US Open SF,L vsOsaka,71.3%,51.6%,0.0%,0/0,2.50,0.0%,70.5%,51.2%,0.0%,2.53,0.0%,76.0%,52.6%,0.0%,2.44,0.0%
Madison Keys,2018 US Open QF,W vsSuarez Navarro,77.6%,48.9%,6.9%,1/3,2.64,25.6%,75.9%,36.4%,3.4%,2.61,45.5%,79.3%,60.9%,10.3%,2.68,0.0%
Madison Keys,2018 US Open R16,W vsCibulkova,76.5%,69.2%,2.9%,1/1,2.20,4.0%,80.8%,64.3%,1.9%,2.29,7.7%,66.7%,90.0%,6.7%,2.09,0.0%
Madison Keys,2018 US Open R64,W vsPera,76.2%,50.0%,0.0%,0/0,2.62,12.0%,74.4%,48.3%,0.0%,2.31,30.0%,95.0%,52.6%,0.0%,2.82,0.0%
Madison Keys,2018 Cincinnati QF,L vsSabalenka,48.1%,50.0%,3.8%,1/2,2.52,20.7%,59.5%,31.8%,0.0%,2.41,33.3%,66.7%,75.0%,12.5%,2.64,7.1%
Madison Keys,2018 Wimbledon R32,L vsRodina,64.2%,60.0%,11.0%,10/2,2.58,5.5%,68.6%,54.2%,2.9%,2.48,10.0%,64.7%,72.7%,29.4%,2.70,0.0%
Madison Keys,2018 Roland Garros SF,L vsStephens,73.2%,36.6%,1.8%,1/0,2.24,13.2%,77.1%,29.6%,2.9%,2.09,20.0%,70.0%,50.0%,0.0%,2.55,0.0%
Madison Keys,2018 Charleston SF,L vsBertens,80.7%,56.2%,2.7%,3/1,2.32,7.6%,81.1%,58.1%,2.8%,2.40,10.1%,89.7%,51.4%,2.6%,2.10,0.0%
Madison Keys,2018 Brisbane R32,L vsKonta,58.4%,42.3%,7.9%,4/3,2.63,7.0%,65.6%,40.5%,4.7%,2.37,16.0%,52.6%,50.0%,21.1%,2.83,0.0%
Madison Keys,2017 US Open F,L vsStephens,63.6%,46.4%,2.3%,1/0,2.72,20.0%,66.7%,40.9%,3.0%,2.65,24.2%,54.5%,66.7%,0.0%,2.91,8.3%
Madison Keys,2017 US Open SF,W vsVandeweghe,72.5%,67.6%,5.9%,2/1,2.30,0.0%,71.0%,77.3%,6.5%,2.27,0.0%,83.3%,53.3%,5.6%,2.39,0.0%
Madison Keys,2017 US Open QF,W vsKanepi,71.9%,56.5%,0.0%,0/0,2.62,14.3%,76.7%,45.5%,0.0%,2.64,23.5%,68.4%,84.6%,0.0%,2.59,0.0%
Madison Keys,2017 US Open R16,W vsSvitolina,67.3%,57.6%,8.2%,2/6,2.36,2.7%,67.8%,47.5%,1.7%,2.54,5.0%,74.3%,73.1%,20.0%,2.16,0.0%
Madison Keys,2017 Stanford F,W vsVandeweghe,57.6%,44.7%,3.0%,1/1,2.45,0.0%,62.5%,44.0%,2.5%,2.66,0.0%,56.5%,46.2%,4.3%,2.21,0.0%
Madison Keys,2017 Miami R32,L vsArruabarrena,75.9%,48.5%,1.1%,1/0,2.44,14.6%,78.0%,41.3%,0.0%,2.73,30.4%,80.0%,65.0%,4.0%,2.17,0.0%
Madison Keys,2017 Miami R64,W vsGolubic,67.2%,69.2%,1.7%,1/0,2.06,33.3%,73.7%,71.4%,2.6%,2.05,52.2%,78.6%,63.6%,0.0%,2.07,6.3%
Madison Keys,2016 Singapore RR,L vsHalep,59.3%,50.0%,3.7%,1/1,2.49,0.0%,68.8%,40.9%,3.1%,2.36,0.0%,45.5%,70.0%,4.5%,2.71,0.0%
